layer,name,address,city,state,zip,phone,website,mission_description,longitude,latitude
Arts Organizations,Miners Foundry Cultural Center,325 Spring St,Nevada City,CA,95959,530-265-5040,https://minersfoundry.org/ ,"The Miners Foundry Cultural Center is a living historic treasure serving Nevada County as a cultural arts and community events center.  More than a venue, the nonprofit’s mission is to preserve, enhance and utilize the historic Miners Foundry for cultural, educational and social activities in Nevada County. ",-121.020165715796,39.2622870826904
Arts Organizations,Music in the Mountains,530 Searls Ave,Nevada City,CA,95959,530-265-6173,www.musicinthemountains.org,Music in the Mountains inspires and engages community members of all ages by providing access to extraordinary classical music through performances and youth education programs. ,-121.02369715757,39.2531416553967
Arts Organizations,Neighborhood Center of the Arts,"200 Litton Dr,  No 212",Grass Valley,CA,95945,530-272-7287,https://www.ncagrassvalley.org/ ,"Everyone needs a job, a place to find purpose and meaning in their life. For many Developmentally Disabled or Intellectually Challenged adults living in Nevada County, CA, that place is the Neighborhood Center of the Arts. We provide studios, materials and instruction in fiber arts, visual arts, clay, woodworking, jewelry, computers and performing arts as well as cooking, gardening and community outings.",-121.055731611506,39.2346725114802
Arts Organizations,Nevada City Ballet Academy,540 Searls Ave,Nevada City,CA,95959,530-265-6892,https://www.nevadacityballet.com/ ,"A studio that is committed to providing careful, correct ballet training to students in a safe, non-competitive and comfortable atmosphere,  ",-121.023706945613,39.2532695675279
Arts Organizations,Nevada City Film Festival,110 Union Street,Nevada City,CA,95959,530-352-8601,https://www.nevadacityfilmfestival.com ,"NCFF screens almost 100 films, including comedies, dramas, documentaries, animation, and international shorts, in a variety of historic locations in downtown Nevada City. By combining creative programming of short and full length films, enthusiastic audiences and a truly festive environment, NCFF has become known as one of the most innovative, fun and artist-friendly events on the film festival circuit. In addition to creating a one of a kind experience for both the audience and filmmaker, NCFF offers terrific opportunities to network and forum.",-121.017297359161,39.2623777028245
Arts Organizations,Nevada County Arts Council,128 East Main St,Grass Valley,CA,95945,530-718-0727,www.nevadacountyarts.org,"We facilitate collaborative efforts that promote and sustain the visual, literary and performing arts of Nevada County to advance the cultural, social and economic life of our community ",-121.060954765114,39.21943104881
Arts Organizations,Nevada County Composers Cooperative,828 Main St,Grass Valley,CA,95945,530.478.0983,http://www.composerscooperative.org/ ,The Nevada County Composers Cooperative exists to foster the creation and performance of new original music ,-121.070572106986,39.2220406459062
Arts Organizations,Nevada County Fair,11128 McCourtney Rd,Grass Valley,CA,95949,530-273-6217,www.nevadacountyfair.org,"Located in Grass Valley, California, the Nevada County Fairgrounds has been declared as California’s Most Beautiful Fairgrounds, and is covered with hundreds of towering pine trees on almost 90 acres.  It is home to the annual Nevada County Fair, the Draft Horse Classic, the Country Christmas Faire, world class music festivals, and year round community events. There is also a year round RV Park, Lions Lake, rental facilities, weekly events, weddings, some of our community’s largest outdoor events, and lots of areas to walk.",-121.074520089472,39.2079074894469
Arts Organizations,Nevada County Fairgrounds Foundation Inc.,101 W. McKnight Way B106,Grass Valley,CA,95949-9613,530-273-6217 x-219,http://nevadacountyfair.com/foundation/ ,Our mission at the Nevada County Fairgrounds Foundation is simple: to build a better Nevada County Fairgrounds through fundraising and contributions to the Fairgrounds. ,-121.060077950108,39.2000482454648
Arts Organizations,Nevada County Gem & Mineral Society,P.O. Box 2687,Grass Valley,CA,95945,530-305-9212 (Todd),www.ncgms.org,"The Nevada County Gem and Mineral Society is a non profit organization that has the following objectives:  To promote the study of mineralogy, geology, and fossils.  To encourage the collection of minerals and gems. To foster the study and practice of the lapidary arts.  To provide field trips to mineral localities.  To promote good fellowship, education and recreation. ",-120.960887899728,39.2088367997754
Arts Organizations,Nevada County Performing Arts Guild,314 West Main St,Grass Valley,CA,95945,530-277-7100,https://www.ncpag.com/ ,We provide a quality Children’s Theatre Program for our Nevada County youth.,-121.06431544883,39.2191954540849
Arts Organizations,Nevada Union Art Guild,11761 Ridge Rd,Nevada City,CA,95959,,https://nuartguild.org/ ,"Nevada Union Art Guild is a collaborative association of students, faculty, and parents that exists to maintain and promote the Nevada Union High School Fine Art Department. ",-121.054555378134,39.2415447848791
Arts Organizations,Nevada Union Theatrical Society,11761 Ridge Rd,Grass Valley,CA,95945,530-273-4431 x2102,https://www.sites.google.com/a/njuhsd.com/n-u-t-s-nevada-union-theatre-society/ ,,-121.054555378134,39.2415447848791
Arts Organizations,North Columbia Schoolhouse Cultural Center,17894 Tyler Foote Rd,Nevada City ,CA,95959,530-265-2826,http://www.northcolumbiaschoolhouse.org/ ,"The mission of the North Columbia Schoolhouse Cultural Center is to inspire and educate our community by providing a venue for gatherings, performance, art and education that enriches and sustains our rural character and traditions. ",-120.990969613866,39.3712402413085
Arts Organizations,Off Broadstreet Theatre,305 Commercial St,Nevada City,CA,95959,530-265-8686,http://www.offbroadSt.com/index.htm ,"FUN is the key word at Off Broad St. Our goal is to bring you an unforgettable evening of entertainment. We produce only comedies, and most of these are musicals, with a slant toward familiar hit songs of the 1950s and 60s. Intimate cabaret seating and a relaxed and friendly atmosphere add to the uniqueness of the experience.",-121.018656820105,39.263088200539
Arts Organizations,OLLI Orchestra,250 Sierra College Dr,Grass Valley,CA,95945,530-559-8397,https://www.olliorchestra.org/ ,"United by a love of music, the OLLI orchestra is a group of diverse musicians who rehearse and perform classical music. Some are retired professional musicians; some are completely new to orchestra.  The OLLI Orchestra provides an opportunity for musicians to extend and push themselves while having great fun playing with a group. ",-121.052794384631,39.2356592384011
Arts Organizations,Onstage Live (by Arts for the Schools),10046 Church St.,Truckee,CA,96161,530-582-8278,https://www.artsfortheschools.org/ ,"Arts For The Schools is a bi state 501(c)3 non profit that fundamentally believes that access and exposure to the arts is essential for all.  Arts For The Schools fills the gaps in visual and performing arts education for more than 10,000 children at K thru 12 schools AND provides access to artistic excellence for the public. For 34 years Arts For The Schools has encouraged children and adults to create, perform, learn, lead, understand and discover.",-120.18319888244,39.3290877830581
Arts Organizations,Outlandish Experiences,792 A Searls Ave,Nevada City,CA,95959,530-377-6495,https://outlandishexperiences.com/ ,"Outlandish Experiences carefully selects guides to provide bite sized activities that inspire travelers with authentic experiences in nature, in town, and beyond. Nevada City and Grass Valley are teaming with artists, foodies, musicians, healing arts practitioners, outdoor guides, farmers, spiritualists, writers, poets, freaks, geeks, and professional thrill seekers.  ",-121.024935493274,39.2492687615555
Arts Organizations,Paul Emery Productions,10169 Cedro Rd,Nevada City,CA,95959,530-478-1974,http://paulemerymusic.com/ ,"Paul Emery is a musician, producer and audio engineer.  For 41 years he has been producing concerts and gatherings that create unforgettable moments for both the performers and attendees.",-121.045975555381,39.2612985679288
Arts Organizations,Penn Valley Community Rodeo Association,10513 Spenceville Rd,Penn Valley,CA,95946,530-432-9876,https://pvrodeo.com ,"The Penn Valley Community Rodeo Association is a non profit corporation, founded in 2005 to promote the sport of rodeo in Penn Valley, and to preserve the western lifestyle. The PVCRA benefits local schools and service clubs. PVCRA awards two scholarships each year to students in Agriculture.",-121.177643795107,39.1960903102926
Arts Organizations,Quest Theaterworks,12825 Burma Rd,Grass Valley,CA,95945,530.802.1801,https://questtheaterworks.com/index.html , Quest is committed to enlivening our community through actively increasing awareness of Nevada County to communities all over Northern California. Quest produces the annual Nugget Fringe Theater Festival and provides periodic acting workshops. ,-121.004357610787,39.1989865315195
Arts Organizations,Sierra College Liberal Arts Departments,250 Sierra College Dr,Grass Valley,CA,95945,530-274-5301,https://academics.sierracollege.edu/visual-and-performing-arts ,"Since its first days, the promise of Sierra College has been to facilitate learning, inspire change, and build community. The College continues this mission as it adapts to meet the ever changing needs of students while promoting learning as a lifelong process. ",-121.052794384631,39.2356592384011
Arts Organizations,Sierra College Tahoe Truckee,11001 College Trail,Truckee,CA,96161,530-274-5301,https://www.sierracollege.edu/about-us/visit/tahoe-truckee/index.php ,"Since its first days, the promise of Sierra College has been to facilitate learning, inspire change, and build community. The College continues this mission as it adapts to meet the ever-changing needs of students while promoting learning as a lifelong process. ",-120.203201802721,39.3222935262015
Arts Organizations,Sierra Dance Center,16661 Dog Valley Rd,Truckee,CA,96161,530-582-4589,http://www.sierradancecenter.com/ ,"Whether young or old, a beginner or advanced dancer, we offer dance unique methods of dance training that will help you take your dancing to new heights. ",-120.146650359167,39.4248154547607
Arts Organizations,Sierra Dance Institute,314 West Main St,Grass Valley,CA,95945,530-477-7644,http://sierradanceinstitute.com/index.htm ,"At Sierra Dance Institute, we offer a wide variety of dance classes for adults, teens, and children in a fun & vibrant atmosphere. We are located at the Grass Valley Center for the Arts in historic downtown Grass Valley. ",-121.06431544883,39.2191954540849
Arts Organizations,Sierra Fiddle Camp,219 Nevada City Hwy,Nevada City,CA,95959,530-478-9004,http://www.sierrafiddlecamp.org/index.html Y,"Alasdair Fraser's Sierra Fiddle Camp in northern California at Shady Creek Camp on the San Juan Ridge (near Nevada City) invites you to a week of intensive study, recreation, and good times with people who share an interest in the music and dance traditions of Scotland and beyond ",-121.02825711375,39.2484362956861
Arts Organizations,Sierra Jazz Society,135 Joerschke Dr,Grass Valley,CA,95945,530-273-5489,https://www.sierrajazzsociety.com/ ,"Our mission is to pass on the uniquely American tradition of jazz with the highest musical standards. Bill Douglass and the professional faculty share their knowledge and musical passion through annual summer Jazz Camp, concerts and workshops. Sierra Jazz Society, SJS, provides musical experiences that weave together the elements of jazz. Improvisation and discipline are basic and we combine them in an atmosphere of relaxed camaraderie and sympathetic communication. ",-121.040908797565,39.2332419597367
Arts Organizations,Sierra Master Chorale/InConcert Sierra-Twin Cities Concert Association ,1000 Bethel Church Way,Grass Valley,CA,95945,530-273-3990,http://www.inconcertsierra.org/sierra-master-chorale-2/,"InConcert Sierra presents exceptional classical and choral performances that inspire and enhance our cultural life. We offer a warm, inclusive community for enjoying music and we provide educational opportunities for youth and adults.",-120.960887899728,39.2088367997754
Arts Organizations,Sierra Stages Community Theater,343 Railroad Ave,Nevada City,CA,95959,530-346-3210,https://www.sierrastages.org/ ,"Our mission is to enrich the cultural life of Nevada County by providing high quality, affordable and accessible performances for everyone. Over the past ten years, we have presented 36 productions of plays and musicals utilizing local talent onstage and behind the scenes at our community’s leading performing arts venues.",-121.017853359728,39.2580222389903
Arts Organizations,Sierra Theaters,399 Sutton Way,Grass Valley,CA,95945,530-477-1100,http://sierratheaters.com ,"Sierra Theaters is a locally owned, family business that operates Sierra Cinemas, The Del Oro Theatre, Sutton Cinemas, and The Nevada Theatre Film Series. Each theatre features comfortable seats, friendly staff, and state of the art projection and sound.  The popcorn is delicious, too! ",-121.035737367154,39.2313392168076
Arts Organizations,Stellar Arts Foundation,17861 Whitefish Ct,Penn Valley,CA,95946,510-343-4468,http://www.stellararts.org/ ,Stellar Arts Foundation continues to be dedicated to assisting disadvantaged orphaned and Roma children in Eastern Europe. We at SAF believe in global cultural and arts exchange to preserve and help old cultures and traditions.  ,-121.188570916596,39.2349425247992
Arts Organizations,Tahoe Regional Arts Foundation,"12277 Soaring Way, Ste 4",Truckee,CA,96161,530-287-2760,https://www.tahoearts.net/  ,"Tahoe Regional Arts Foundation is a 501(c)3 non profit organization dedicated to designing, funding, constructing, operating, and sustaining a state-of-the art visual and performing arts venue that will inspire and entertain residents, attract visitors, and educate area youth.",-120.147969538755,39.3173229636839
Arts Organizations,Tahoe Truckee School of Music,"10038 Meadow Way, Ste E",Truckee,CA,96161,530-587-3274,https://www.tahoemusic.net/ ,"The Tahoe Truckee School of Music offers an opportunity in our community for learning and sharing music. We encourage those who are new to music as well as those who are experienced musicians. We focus on an environment that serves as a positive outlet not only for learning, but creativity, fun and interaction with others. We create and share music ",-120.210607007273,39.3267690002625
Arts Organizations,The Curious Forge,13024 Bitney Springs Rd Bldg 9,Nevada City,CA,95959,530-277-3319,https://thecuriousforge.org/ ,"The Curious Forge is a nonprofit 501(c)3 and LLC MakerSpace located at 13024 Bitney Springs Rd in Nevada City, California. With over 20,000 sq feet of space, members have access to training and a wide variety of over $100,000 in equipment from traditional to advanced. Most of all we are a community of builders, tinkerers, artists and professionals who love to make. Think of it as a artistic, technical and industrial playground.",-121.132452523892,39.2545607022959
Arts Organizations,Touchdown Productions,16863 Oscar Dr,Grass Valley,CA,95949,530-274-2206,http://touchdownproductions.com/ ,As a full service production company we can provide for all your video needs.  ,-121.057846362465,39.1148272366671
Arts Organizations,Trails and Vistas,10309 Cromley Sq,Truckee,CA,96161,530-563-6557,www.trailsandvistas.org,"Trails & Vistas' mission is to create community by celebrating the arts and nature. We facilitate art events in nature for people of all ages to promote an appreciation of the performing and visual arts, long lasting environmental stewardship, and create relationships between the artists, the attendees and the local and world community.",-120.101019376994,39.3552668370593
Arts Organizations,Truckee Arts Alliance,"12020 Donner Pass Rd, Ste B1",Truckee,CA,95961,530-587-9100,https://www.facebook.com/groups/1050119165077193/,Truckee Arts Alliance represents the voice and clearinghouse for arts and culture in the Truckee community. ,-120.221524000258,39.3255704572588
Arts Organizations,Truckee Community Theater,"11260 Donner Pass Rd, Ste C1, PMB 306",Truckee,CA,96161,530-214-8348,http://www.truckeecommunitytheater.com ,"The mission of Truckee Community Theater is to create opportunities for community participation in theatrical offerings of the highest possible quality presented to audiences at affordable prices.  We are dedicated to providing theatrical training to residents of all ages through plays, workshops, camps, and classes, to offer arts education that promotes life long learning, to collaborate with other local arts organizations, and to celebrate the power of theater to illuminate our common humanity. ",-120.207330128288,39.3261184770782
Arts Organizations,Truckee Dance Factory Booster Club,"10975 Pioneer Trail, Ste 3",Truckee,CA,96161,530-786-4732,https://www.truckeedancefactory.com/ ,"Dance is our passion, our business, our life and it is our goal to inspire others to grow their own passion for the art of dance.  We strive to nurture each and every student and to give them the physical, mental and emotional tools to uncover their full potential as dancers and artists.  Truckee Dance Factory promotes strong self confidence, self-respect, discipline and commitment.  We encourage each dancer to find their own creativity and vision in order to excel in their art.   ",-120.181647611421,39.3357740150273
Arts Organizations,Truckee High School Bands,11725 Donner Pass Rd,Truckee,CA,96161,,http://www.thsbands.com/,,-120.215639965976,39.3259565883528
Arts Organizations,Truckee Public Arts Commission,10046 Church St,Truckee,CA,96161,,https://www.facebook.com/truckeepublicartscommission/,"TPAC, the Truckee Public Art Commission, focuses on creating opportunities for public art, installation art, exhibits, and art events for the Community.  ",-120.18319888244,39.3290877830581
Arts Organizations,Truckee Roundhouse Makerspace,"Truckee Airport, Chandelle Way",Truckee,CA,96160,530-582-4007,www.truckeeroundhouse.org,"The roundhouse is a non profit makerspace that supports the teaching, learning, and practicing of a wide variety of crafts skills, technologies and arts in the Truckee Tahoe  community.",-120.184364999884,39.3288149999454
Arts Organizations,Truckee Tahoe Community Chorus  Sierra College Campus,11001 College Trail,Truckee,CA,96161,530-550-1091,https://www.truckeechorus.org/ ,"The mission of the Truckee Tahoe Community Chorus is to perform a wide range of quality choral works that will appeal to the diverse community members of the Truckee and North Lake Tahoe region. TTCC is dedicated to building, nurturing and promoting a strong choral musical arts program in the schools and within the community.",-120.203201802721,39.3222935262015
Arts Organizations,Yuba Lit,128 East Main St,Grass Valley,CA,95945,530-718-0727,https://yubalit.org/ ,The reading series where Sierra foothills literature lovers gather to celebrate the written word.,-121.060954765114,39.21943104881
Arts Organizations,The Upstart Theater Company,401 Broad St,Nevada City,CA,95959,,https://www.upstarttheatrecompany.com,"Formed in 2017 as a profit sharing collective, we are experienced theatre makers who have previously worked together many times. Come see our shows! ",-121.020046658478,39.2629169767924
Arts Organizations,Community Asian Theatre of the Sierra (CATS),401 Broad St,Nevada City,CA,95959,530-273-6362,http://catsweb.org,"The Community Asian Theatre of the Sierra (CATS), a 501c(3) public benefits charitable corporation, promotes diversity through the arts through multicultural theater, events and workshops.  ",-121.020046658478,39.2629169767924
Cultural Resources and Media,Activities & Improvement Center,29190 State Hwy 49,North San Juan,CA,95960,530-415-9705,www.freed.org,"Our Mission is to eliminate barriers to full equality for people with disabilities through programs which promote independent living and effect systems change, while honoring dignity and self determination.  ",-121.107609115246,39.3682089273551
Cultural Resources and Media,Booktown Books,107 Bank St,Grass Valley,CA,95945,,http://booktownbooks.com/,"Booktown is a cooperative of 14 independent book sellers with 4,000 square feet of Used and Rare Books, Ephemera, Books on CDs, Music CDs, DVDs, LP Records and Art. We have added a new Rare Book Room where discriminating collectors can find fabulous rare, unusual and antiquarian books.",-121.062159754456,39.2180215288646
Cultural Resources and Media,Boys and Girls Club of North Lake Tahoe,11911 Donner Pass Rd,Truckee,CA,96161,530-582-3760,http://www.bgcnlt.org/ ,"Our mission is to inspire and enable all youth, especially those who need us most, to reach their full potential as productive, caring, responsible citizens. ",-120.218388281638,39.3257745743591
Cultural Resources and Media,Community Collaborative of Tahoe Truckee,11071 Donner Pass Rd,Truckee,CA,96161,530-550-7985,http://www.ttcf.net/community-collaborative/ ,"The Community Collaborative of Tahoe Truckee (CCTT) is a partnership of nonprofit and public organizations working together to address fundamental needs of families in the Tahoe Truckee Region. Collectively, we identify emerging community issues and develop strategies with our combined vision and resources. ",-120.203428133257,39.3260255107503
Cultural Resources and Media,Community Legal ,214 Church St,Nevada City ,CA,95959,530-265-3425,https://communitylegal.net ,,-121.018379930588,39.2635746259881
Cultural Resources and Media,Economic Resource Council,"104 B New Mohawk Rd, Ste 2",Nevada City,CA,95959,530-274-8455,http://ncerc.org/ ,"The NCERC is committed to ensuring a thriving, attractive business environment in Nevada County. We support scalable ventures that create quality jobs, promote entrepreneurship, help existing businesses, attract new businesses, and contribute to the overall prosperity of the community.  Our organization provides a platform for dialogue and collaboration to create strong, informed strategies for Nevada County’s economic ecosystem. ",-121.015898887978,39.2482267216451
Cultural Resources and Media,Family Resource Center of Truckee,11695 Donner Pass Rd,Truckee,CA,95961,530-587-2513,http://truckeefrc.org/,"To promote social and economic success in our community by providing education, mobilizing resources and advocating for change. ",-120.213726365775,39.3260965254034
Cultural Resources and Media,Friends of Nevada County Libraries,980 Helling Way,Nevada City,CA,95959,530-265-1407,http://www.ncfol.org/ ,,-121.024613043901,39.269988110817
Cultural Resources and Media,Friends of the Truckee Library,10031 Levon Ave,Truckee,CA,96161,530-582-7846,https://www.truckeefol.org/ ,"Friends of the Truckee Library is a nonprofit organization dedicated to promoting and providing support for the Truckee Library as an essential institution of society. Our members advocate, educate and raise funds on behalf of the library. We are a dedicated group of active volunteers that have spent decades devoted to growing and sustaining the Truckee Library. ",-120.20017902479,39.326105352632
Cultural Resources and Media,Golden Road Radio and Television,578 Sutton Way,Grass Valley,CA,95945,530-270-9169,http://goldenroadradiohour.com ,"The Golden Road Radio and Television Show explores the intersection of the arts and culture, the environment, health, peace and justice and science and technology. We are dedicated to building a better future through education, individual empowerment, community building and positive social change.",-121.035741650321,39.2334185476091
Cultural Resources and Media,Grant Kaye Photography,10775 Pioneer Tr,Truckee,CA,96161,530-386-6492,https://www.grantkaye.com/ ,"I lead small (less than 6) groups of keen photographers on guided workshops to destinations around the globe. My trips are custom tailored to offer the perfect balance of adventure, photography, and learning",-120.180858030015,39.3357364945843
Cultural Resources and Media,Grass Valley Chamber of Commerce,128 East Main St,Grass Valley,CA,95945,530-273-4667,www.grassvalleychamber.com,"To serve our members by facilitating business development, promoting tourism and visitor direction and presenting information that supports responsible business growth in our community.",-121.060954765114,39.21943104881
Cultural Resources and Media,Grass Valley Downtown Association,125 Neal St,Grass Valley,CA,95945,520-272-8315,http://downtowngrassvalley.com/ ,The Grass Valley Downtown Association shall represent its general membership with a unified voice in economic development and historical preservation of downtown Grass Valley and our community ,-121.062842060847,39.2169945763969
Cultural Resources and Media,Grass Valley Library Royce Branch,207 Mill St,Grass Valley,CA,95945,,,,-121.06349747617,39.2169241268826
Cultural Resources and Media,Hardy Books,111 Pine St,Nevada City,CA,95959,,,,-121.018713496613,39.2625060341994
Cultural Resources and Media,Harmony Books,130 Main St,Nevada City,CA,95959,,,,-121.01736421987,39.263276954376
Cultural Resources and Media,High Fives Foundation,10775 Pioneer Tr,Truckee,CA,96161,530-562-4270,https://highfivesfoundation.org/ ,The High Fives Foundation supports the dreams of outdoor action sports athletes by raising injury prevention awareness while providing resources and inspiration to those who suffer life altering injuries.,-120.180858030015,39.3357364945843
Cultural Resources and Media,Hour Nevada County,245 Upper Park Ave,Nevada City ,CA,95959,264-6048,https://www.hournevadacounty.org/ ,"Hour Nevada County is an hour exchange based on the equality of time, empowering individuals to utilize their assets and enhance their lives, neighborhood and community. ",-121.011242395244,39.2616538645395
Cultural Resources and Media,Kitchen Collab,"11357 Deerfield Dr, Unit C",Truckee,CA,96161,530-414-9724,http://www.kitchencollab.co/ ,"We are a collaborative kitchen space and culinary incubator available for rent to caterers, private chefs, food production companies, food trucks, food educators, and health professionals. Our Mission is to elevate and strengthen the Truckee Tahoe food economy by supporting its food entrepreneurs.",-120.208123297565,39.3202885428617
Cultural Resources and Media,KNCO / Star Radio,1255 East Main St,Grass Valley,CA,95945,530-272-3424,www.knco.com,Nevada County’s first choice for local news.,-121.047547287327,39.2310759517613
Cultural Resources and Media,KTKE Radio,"12030 Donner Pass Rd, Ste 5",Truckee,CA,96161,530-587-9999,http://www.truckeetahoeradio.com ,"Our Mission is to entertain and inform the local community. We are independent so we can play and talk about what you want to hear. Our format is Triple A, which means we play a wide variety of music. ",-120.2220206141,39.3255254785497
Cultural Resources and Media,KVMR,120 Bridge St,Nevada City,CA,95959,530-265-9073,www.kvmr.org,"KVMR provides community members opportunities to connect through the development and production of music, news, and public affairs programs that entertain, inform, and educate. ",-121.020080242893,39.26243071301
Cultural Resources and Media,Moonshine Ink,10137 Riverside Dr,Truckee,CA,96161,530-587-3607,http://www.moonshineink.com/ ,"Moonshine Ink brings you Tahoe news straight from the source. Our team of hardworking journalists uncovers North Tahoe and Truckee news stories with in depth reporting and our authentic for the community, by the community spirit. ",-120.185841641565,39.3262710462392
Cultural Resources and Media,Nevada City Advocate ,435 B Zion St,Nevada City,CA,95959,530-559-6378,https://nevadacityadvocate.online/ ,"The Nevada City Advocate is a local, woman owned monthly community newspaper.  Nevada County's only free newspaper that covers entertainment, people you know and should know, city government, county government and the issues you care about.",-121.022888905579,39.2583520165964
Cultural Resources and Media,Nevada City Chamber of Commerce,132 Main St,Nevada City ,CA,95959,530-265-2692,https://www.nevadacitychamber.com/ ,,-121.017171559987,39.2630941993892
Cultural Resources and Media,Nevada City Rotary Club,421 Nimrod St,Nevada City,CA,95959,,http://www.nevadacityrotary.org/ ,"The Nevada City Rotary Club is the service club people want to join because it’s a diverse and welcoming group of people who live Service Above Self by giving financial and hands-on support to our local, national and international communities, exemplify ethical leadership, and get things done while having good, clean fun. ",-121.012457133104,39.2591665292592
Cultural Resources and Media,Nevada City School of the Arts,13032 Bitney Springs Rd,Nevada City,CA,95959,530-273-7736,https://www.ncsota.org/ ," We see our role as facilitators of the Arts in the community, enriching it with dance and theater, exhibitions and performances, collaborating with other artists, promoting and assisting the vision of arts-based education with other educational entities.",-121.1322373675,39.2544359804767
Cultural Resources and Media,Nevada County Digital Media Center,104 New Mohawk Rd,Nevada City ,CA,95959,530-272-8862,https://nevadacountytv.org/ ,"The Nevada County Digital Media Center is Nevada County’s hub for all things film & video. Creation, Collaboration, Learning & Distribution! ",-121.015898887978,39.2482267216451
Cultural Resources and Media,Nevada County Gold Magazine,14520 Lynshar Rd,Grass Valley,CA,95949,,http://www.nevadacountygold.com/ ,,-121.057684410593,39.1795398121248
Cultural Resources and Media,Madelyn Helling Library,980 Helling Way,Nevada City,CA,95959,530-265-7050,https://www.mynevadacounty.com/290/Library,"In August 1972, the Nevada County Library System was incorporated, with the Nevada City library serving as the main branch.  Today the system includes the Grass Valley Library, the Truckee Library. the Doris Foley Library for Historical Research. The Bear River Library (a partnership with the Bear River High School Library) and Penn Valley Library (located in a shopping center) were added in 2002.",-121.024613043901,39.269988110817
Cultural Resources and Media,Nevada County Television/Digital Media Ctr,104 New Mohawk Rd,Nevada City ,CA,95959,530-272-8862,https://nevadacountytv.org/ ,"To foster community dialogue, increase civic engagement, and enrich the cultural life of our community through television, the internet, and other digital media. ",-121.015898887978,39.2482267216451
Cultural Resources and Media,Nevada Union High School,11761 Ridge Rd,Grass Valley,CA,95945,530-273-3351,http://nevadaunion.njuhsd.com/  ,"Nevada Union has more to offer than any other comprehensive high school in the region.  There is something here for everyone, and each provides an opportunity to shine. Whether it's academics, sports, dance, choir, AG metals, farming, drama, band, or woodworking,  the list goes on.  ",-121.054555378134,39.2415447848791
Cultural Resources and Media,Nevada Union High School Library,11761 Ridge Rd,Grass Valley,CA,95945,530-273-4431,http://nevadaunion.njuhsd.com/Library/index.html ,,-121.054555378134,39.2415447848791
Cultural Resources and Media,Penn Valley Chamber of Commerce,17422 Penn Valley Dr,Penn Valley,CA,95946,530-432-1802,www.pennvalleycoc.org,"Our mission is to promote and stimulate business growth and development to benefit area businesses and the communities they serve. To facilitate our mission, we are continually broadening our media outreach through community involvement and radio, TV, and newspaper coverage, in addition to application of the Internet and distribution of electronic media. ",-121.176673016322,39.1974475557983
Cultural Resources and Media,Rough and Ready Chamber of Commerce,14550 Rough and Ready Hwy,Rough and Ready,CA,95975,530-797-6729,http://www.roughandreadychamber.com ,"Rough and Ready is located in Nevada County, California, just a short drive west of Grass Valley.  Rough and Ready provides ideal country living with proximity to outdoor recreational activities, and yet we are reasonably close to metropolitan areas. ",-121.139025764523,39.2293370600164
Cultural Resources and Media,Searls Historical Library ,161 Nevada City Hwy,Nevada City,CA,95959,530-265-5910,https://www.nevadacountyhistory.org/searls-historical-library.html ,"The Searls Historical Library is the archive of the Nevada County Historical Society. Established in 1973, the Searls Library has become one of the premier libraries of materials on the area's history, people and mines which contributed to the development of this county.",-121.028295535593,39.2484248193118
Cultural Resources and Media,Sierra Business Council,"10183 Truckee Airport Rd, No 202",Truckee,CA,96161,530-582-4800,http://sierrabusiness.org/ ,"Sierra Business Council pioneers and demonstrates innovative approaches and solutions to increase community vitality, economic prosperity, environmental quality, and social fairness in the Sierra Nevada.   ",-120.147074534661,39.3166019115167
Cultural Resources and Media,Sierra College,250 Sierra College Dr,Grass Valley,CA,95945,530-432-4354,https://academics.sierracollege.edu/visual-and-performing-arts ,"Since its first days, the promise of Sierra College has been to facilitate learning, inspire change, and build community. The College continues this mission as it adapts to meet the ever changing needs of students while promoting learning as a lifelong process. ",-121.052794384631,39.2356592384011
Cultural Resources and Media,Sierra FoodWineArt Magazine,132 Main St,Nevada City,CA,95959,530-263-1843,www.sierraculture.com,"Sierra FoodWineArt is a free, quarterly lifestyle magazine that is the go-to publication for restaurants, wineries, wine & beer, arts & music, and travel & tourism in the Sierra Foothills, Tahoe/Truckee, Reno and outlying Sacramento region. We also have a companion website called SierraCulture.com. ",-121.017171559987,39.2630941993892
Cultural Resources and Media,Sierra Harvest,313 Railroad Ave No 201,Nevada City,CA,95959,530-265-2343,https://sierraharvest.org/ ,"Sierra Harvest’s mission is to educate, inspire, and connect Nevada County families to fresh, local, seasonal food. ",-121.017763065567,39.2589237715128
Cultural Resources and Media,South Nevada County Chamber of Commerce,"10063 Combie Rd, Ste C",Auburn,CA,95602,530-268-7622,https://www.sncchamber.org/ ,"The Chamber’s mission statement is to provide a voice for the business community and enhance the economic vitality of South Nevada County. As our membership continues to grow and flourish, the Chamber will continue to work with our local businesses and the community, bringing vitality to the South Nevada County area. ",-121.092499777357,39.0429667749239
Cultural Resources and Media,Tahoe Donner Homeowners Association,11509 Northwoods Bl,Truckee,CA ,96161,530-587-9477,http://www.tahoedonner.com/ ,"Tahoe Donner is a recreational oriented mountain residential community whose mutual benefit association of 6,500 owners provides for the standards, regular operation and long term maintenance of programs, facilities and open space.",-120.216168800591,39.3434445661643
